Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_timezone
Skagway Airport,Skagway,United States,SGY,PAGY,59.46009827,-135.3159943,44,-9,A,America/Anchorage
Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.33549881,75.53600311,7316,5,N,Asia/Karachi
Skellefteå Airport,Skelleftea,Sweden,SFT,ESNS,64.62480164,21.07690048,157,1,E,Europe/Stockholm
Skiathos Island National Airport,Skiathos,Greece,JSI,LGSK,39.17710114,23.50370026,54,2,E,Europe/Athens
Skien Airport,Skien,Norway,SKE,ENSN,59.18500137,9.566940308,463,1,E,Europe/Oslo
Skiros Airport,Skiros,Greece,SKU,LGSY,38.96760178,24.48719978,44,2,E,Europe/Athens
Skive Airport,Skive,Denmark,SQW,EKSV,56.55020142,9.172980309,74,1,E,Europe/Copenhagen
Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,LWSK,41.961601,21.621401,781,1,E,Europe/Skopje
Skövde Airport,Skovde,Sweden,KVB,ESGR,58.45640182,13.97270012,324,1,E,Europe/Stockholm
Skrydstrup Air Base,Skrydstrup,Denmark,SKS,EKSP,55.221048,9.26702,141,1,E,Europe/Copenhagen
Skukuza Airport,Skukuza,South Africa,SZK,FASZ,-24.96089935,31.58869934,1020,2,U,Africa/Johannesburg
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.29309845,-114.7770004,1912,-7,A,America/Edmonton
Sliač Airport,Sliac,Slovakia,SLD,LZSL,48.63779831,19.13409996,1043,1,E,Europe/Bratislava
Sligo Airport,Sligo,Ireland,SXL,EISG,54.28020096,-8.599209785,11,0,E,Europe/Dublin
Sloulin Field International Airport,Williston,United States,ISN,KISN,48.17789841,-103.6419983,1982,-6,A,America/Chicago
Slovenj Gradec Airport,Slovenj Gradec,Slovenia,\N,LJSG,46.47200012,15.11699963,1645,1,E,Europe/Ljubljana
Smara Airport,Smara,Western Sahara,SMW,GMMA,26.7318,-11.6847,350,0,N,Africa/El_Aaiun
Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.14339828,-85.15280151,835,-5,A,America/New_York
Smith Reynolds Airport,Winston-salem,United States,INT,KINT,36.13370132,-80.22200012,969,-5,A,America/New_York
Smithers Airport,Smithers,Canada,YYD,CYYD,54.8246994,-127.1829987,1712,-8,A,America/Vancouver
Snohomish County (Paine Field) Airport,Everett,United States,PAE,KPAE,47.90629959,-122.2819977,606,-8,A,America/Los_Angeles
Soalala Airport,Soalala,Madagascar,DWB,FMNO,-16.10169,45.358837,141,3,U,Indian/Antananarivo
Sochi International Airport,Sochi,Russia,AER,URSS,43.449902,39.9566,89,3,N,Europe/Moscow
Socotra International Airport,Socotra,Yemen,SCT,OYSQ,12.63070011,53.90579987,146,3,U,Asia/Aden
Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,67.39499664,26.61910057,602,2,E,Europe/Helsinki
Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.12556982,106.6559982,34,7,N,Asia/Jakarta
Soesterberg Air Base,Soesterberg,Netherlands,UTC,EHSB,52.12730026,5.276189804,66,1,E,Europe/Amsterdam
Soewondo Air Force Base,Medan,Indonesia,MES,WIMK,3.559167,98.671111,114,7,N,Asia/Jakarta
Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.69669342,23.41143608,1742,2,E,Europe/Sofia
Sogndal Airport,Sogndal,Norway,SOG,ENSG,61.156101,7.13778,1633,1,E,Europe/Oslo
Sokcho Airport,Sokch'o,South Korea,\N,RKND,38.14260101,128.598999,92,9,U,Asia/Seoul
Sokol Airport,Magadan,Russia,GDX,UHMM,59.9109993,150.7200012,574,11,N,Asia/Srednekolymsk
Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.85169983,167.5370026,7,11,U,Pacific/Efate
Solapur Airport,Sholapur,India,SSE,VASL,17.62800026,75.93479919,1584,5.5,N,Asia/Calcutta
Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,41.92440033,9.406000137,28,1,E,Europe/Paris
Solovki Airport,Solovetsky Islands,Russia,CSH,ULAS,65.02999878,35.73333359,60,3,N,Europe/Moscow
Son Bonet Airport,Son Bonet,Spain,\N,LESB,39.59889984,2.702780008,157,1,E,Europe/Madrid
Sonari Airport,Jamshedpur,India,IXW,VEJS,22.8132,86.1688,475,5.5,N,Asia/Calcutta
Sønderborg Airport,Soenderborg,Denmark,SGD,EKSB,54.96440125,9.791729927,24,1,E,Europe/Copenhagen
Songkhla Airport,Songkhla,Thailand,SGZ,VTSH,7.186560154,100.6080017,12,7,U,Asia/Bangkok
Songo Airport,Songo,Mozambique,\N,FQSG,-15.60270023,32.77320099,2904,2,U,Africa/Maputo
Sørkjosen Airport,Sorkjosen,Norway,SOJ,ENSR,69.78679657,20.95940018,16,1,E,Europe/Oslo
Soroako Airport,Soroako,Indonesia,SQR,WAWS,-2.531199932,121.3580017,1388,8,N,Asia/Makassar
Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO,-23.478001,-47.490002,2077,-3,S,America/Sao_Paulo
Soroti Airport,Soroti,Uganda,SRT,HUSO,1.727689981,33.62279892,3697,3,U,Africa/Kampala
Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018,5.069920063,20,1,N,Africa/Algiers
South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,KELD,33.22100067,-92.81330109,277,-6,A,America/Chicago
South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827,-86.31729889,799,-5,A,America/New_York
South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.69989967,-79.26470184,10,-5,U,America/Nassau
South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC,MBSC,21.51569939,-71.52850342,6,-4,U,America/Grand_Turk
South Pole Station Airport,Stephen's Island,Antarctica,\N,NZSP,-90,0,9300,12,U,Antarctica/South_Pole
Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029831,-1.35679996,44,0,E,Europe/London
Southdowns Airport,Southdowns,Zambia,KIW,FLSO,-12.9005003,28.14990044,4145,2,U,Africa/Lusaka
Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.78319931,-91.12550354,698,-6,A,America/Chicago
Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.95079994,-94.02069855,15,-6,A,America/Chicago
Southend Airport,Southend,United Kingdom,SEN,EGMC,51.57139969,0.695555985,49,0,E,Europe/London
Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.59749985,-117.3830032,2885,-8,A,America/Los_Angeles
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg
Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,-16.4864,167.4472,68,11,U,Pacific/Efate
Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.53619957,-81.75520325,30,-5,A,America/New_York
Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.53549957,-84.19450378,197,-5,A,America/New_York
Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.417099,-124.2460022,17,-8,A,America/Los_Angeles
Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,KRKS,41.5942,-109.065001,6764,-7,A,America/Denver
Sovetskiy Airport,Sovetskiy,Russia,OVS,USHS,61.32662201,63.60191345,351,5,N,Asia/Yekaterinburg
Soyo Airport,Soyo,Angola,SZA,FNSO,-6.141089916,12.37180042,15,1,N,Africa/Luanda
Spangdahlem Air Base,Spangdahlem,Germany,SPM,ETAD,49.97269821,6.692500114,1197,1,E,Europe/Berlin
Sparrevohn LRRS Airport,Sparrevohn,United States,SVW,PASV,61.09740067,-155.5740051,1585,-9,A,America/Anchorage
Sparti Airport,Sparti,Greece,SPJ,LGSP,36.97389984,22.52630043,500,2,E,Europe/Athens
Speck-Fehraltorf Airport,Fehraltorf,Switzerland,\N,LSZK,47.37639999,8.757499695,1748,1,E,Europe/Zurich
Spencer Municipal Airport,Spencer,United States,SPW,KSPW,43.16550064,-95.20279694,1339,-6,A,America/Chicago
Speyer Airfield,Speyer,Germany,\N,EDRY,49.304722,8.451389,312,1,E,Europe/Berlin
Spichenkovo Airport,Novokuznetsk,Russia,NOZ,UNWW,53.811401,86.877197,1024,7,N,Asia/Krasnoyarsk
Split Airport,Split,Croatia,SPU,LDSP,43.53889847,16.29800034,79,1,E,Europe/Zagreb
Spokane International Airport,Spokane,United States,GEG,KGEG,47.61989975,-117.5339966,2376,-8,A,America/Los_Angeles
Spray View Airport,Spray View,Zimbabwe,\N,FVSV,-17.91699982,25.81699944,3210,2,U,Africa/Harare
Spriggs Payne Airport,Monrovia,Liberia,MLW,GLMR,6.289060116,-10.75870037,25,0,N,Africa/Monrovia
Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.44179916,-73.97090149,11,-5,U,America/Nassau
Springbok Airport,Springbok,South Africa,SBU,FASB,-29.68930054,17.93959999,2690,2,U,Africa/Johannesburg
Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.24570084,-93.38860321,1268,-6,A,America/Chicago
Springs Airfield,Springs,South Africa,\N,FASI,-26.24940047,28.39827156,5340,2,U,Africa/Johannesburg
Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,31.70960045,74.79730225,756,5.5,N,Asia/Calcutta
St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.39889908,-7.651669979,155,0,E,Europe/London
St Augustin Airport,St-Augustin,Canada,YIF,CYIF,51.21170044,-58.65829849,20,-4,A,America/Blanc-Sablon
St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,28.68530083,34.0625,4368,2,U,Africa/Cairo
St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.9109993,-82.52890015,650,-5,A,America/New_York
St Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.54660034,-94.05989838,1031,-6,A,America/Chicago
St Gallen Altenrhein Airport,Altenrhein,Switzerland,ACH,LSZR,47.48500061,9.560770035,1306,1,E,Europe/Zurich
St George Airport,Point Barrow,United States,STG,PAPB,56.57830048,-169.6620026,125,-9,A,America/Anchorage
St George Airport,St George,Australia,SGO,YSGE,-28.04969978,148.5950012,656,10,O,Australia/Brisbane
St George Municipal Airport,Saint George,United States,SGU,KSGU,37.036389,-113.510306,2941,-7,A,America/Denver
St Georges Airport,Lutselk'e,Canada,\N,CYSG,46.096401,-70.714699,893,-5,A,America/Toronto
St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926,-73.28109741,136,-5,A,America/Toronto
St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618,-6,A,America/Chicago
St Mary's Airport,St Mary's,United States,KSM,PASM,62.0605011,-163.302002,312,-9,A,America/Anchorage
St Paul Island Airport,St. Paul Island,United States,SNP,PASN,57.16730118,-170.2200012,63,-9,A,America/Anchorage
St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,27.91020012,-82.68740082,11,-5,A,America/New_York
St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,FSP,LFVP,46.76290131,-56.17309952,27,-3,U,America/Miquelon
St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.25779915,-61.26250076,10,-4,U,America/Guadeloupe
St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.39189911,-56.08309937,108,-3.5,A,America/St_Johns
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.61859894,-52.75189972,461,-3.5,A,America/St_Johns
St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,YFX,CCK4,52.37279892,-55.6739006,74,-3.5,A,America/St_Johns
St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,EGHE,49.91329956,-6.291669846,116,0,E,Europe/London
St. Theresa Point Airport,St. Theresa Point,Canada,YST,CYST,53.84560013,-94.85189819,773,-6,A,America/Winnipeg
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.99583435,6.840556145,157,1,E,Europe/Berlin
Staniel Cay Airport,Staniel Cay,Bahamas,TYM,MYES,24.16909981,-76.43910217,5,-5,U,America/Nassau
Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,LBSZ,42.3766667,25.655,558,2,E,Europe/Sofia
Staroselye Airport,Rybinsk,Russia,RYB,UUBK,58.10419846,38.9294014,423,3,N,Europe/Moscow
Stauning Airport,Stauning,Denmark,STA,EKVJ,55.99010086,8.353910446,17,1,E,Europe/Copenhagen
Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.87670135,5.63778019,29,1,E,Europe/Oslo
Stavropol Shpakovskoye Airport,Stavropol,Russia,STW,URMT,45.10919952,42.1128006,1486,3,N,Europe/Moscow
Stefanovikion Air Base,Stefanovikion,Greece,\N,LGSV,39.48,22.7672,146,2,E,Europe/Athens
Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.582317,-75.268621,10,-5,U,America/Nassau
Stendal-Borstel Airport,Stendal,Germany,\N,EDOV,52.62888718,11.81861115,184,1,E,Europe/Berlin
Stepanavan Airport,Stepanavan,Armenia,\N,UDLS,41.04850006,44.33720016,4836,4,E,Asia/Yerevan
Stephens County Airport,Breckenridge,United States,BKD,KBKD,32.71900177,-98.89099884,1284,-6,A,America/Chicago
Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442009,-58.54999924,84,-3.5,A,America/St_Johns
Stewart International Airport,Newburgh,United States,SWF,KSWF,41.5041008,-74.10479736,491,-5,A,America/New_York
Stockholm Skavsta Airport,Stockholm,Sweden,NYO,ESKN,58.78860092,16.91220093,140,1,E,Europe/Stockholm
Stockholm Västerås Airport,Vasteras,Sweden,VST,ESOW,59.58940125,16.63360023,21,1,E,Europe/Stockholm
Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65190125,17.91860008,137,1,E,Europe/Stockholm
Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,59.35440063,17.94169998,47,1,E,Europe/Stockholm
Stockton Metropolitan Airport,Stockton,United States,SCK,KSCK,37.89419937,-121.237999,33,-8,A,America/Los_Angeles
Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,ENSK,68.5788269,15.03341675,11,1,E,Europe/Oslo
Stony Rapids Airport,Stony Rapids,Canada,YSF,CYSF,59.25030136,-105.8410034,805,-6,N,America/Regina
Stord Airport,Stord,Norway,SRP,ENSO,59.79190063,5.340849876,160,1,E,Europe/Oslo
Stornoway Airport,Stornoway,United Kingdom,SYY,EGPO,58.21559906,-6.331110001,26,0,E,Europe/London
Storuman Airport,Mohed,Sweden,SQO,ESUD,64.96089935,17.69659996,915,1,E,Europe/Stockholm
Strahan Airport,Strahan,Australia,SRN,YSRN,-42.15499878,145.2920074,20,10,O,Australia/Melbourne
Strasbourg Airport,Strasbourg,France,SXB,LFST,48.53829956,7.628230095,505,1,E,Europe/Paris
Straubing Airport,Straubing,Germany,RBM,EDMS,48.90083313,12.51666737,1047,1,E,Europe/Berlin
Strausberg Airport,Strausberg,Germany,\N,EDAY,52.58055496,13.91666698,262,1,E,Europe/Berlin
Stronsay Airport,Stronsay,United Kingdom,SOY,EGER,59.15530014,-2.641390085,39,0,E,Europe/London
Stung Treng Airport,Stung Treng,Cambodia,TNX,VDST,13.53190041,106.0149994,203,7,U,Asia/Phnom_Penh
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.68989944,9.221960068,1276,1,E,Europe/Berlin
Suai Airport,Suai,East Timor,UAI,WPDB,-9.303310394,125.2870026,96,9,U,Asia/Dili
Suavanao Airport,Suavanao,Solomon Islands,VAO,AGGV,-7.585559845,158.7310028,0,11,U,Pacific/Guadalcanal
Sub Teniente Nestor Arias Airport,San Felipe,Venezuela,SNF,SVSP,10.2787,-68.755203,761,-4,U,America/Caracas
Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,14.79440022,120.2710037,64,8,N,Asia/Manila
Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,SAMR,-34.588299,-68.4039,2470,-3,N,America/Mendoza
Suceava Stefan cel Mare Airport,Suceava,Romania,SCV,LRSV,47.6875,26.35409927,1375,2,E,Europe/Bucharest
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889679,1141,-5,A,America/Toronto
Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.62229919,-95.65650177,82,-6,A,America/Chicago
Sugraly Airport,Zarafshan,Uzbekistan,AFS,UTSN,41.61389923,64.23320007,1396,5,U,Asia/Samarkand
Sui Airport,Sui,Pakistan,SUL,OPSU,28.64509964,69.17690277,763,5,N,Asia/Karachi
Sukhothai Airport,Sukhothai,Thailand,THS,VTPO,17.23800087,99.81819916,179,7,U,Asia/Bangkok
Sukhumi Dranda Airport,Sukhumi,Georgia,SUI,UGSS,42.85820007,41.12810135,53,4,N,Asia/Tbilisi
Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012,68.79170227,196,5,N,Asia/Karachi
Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.4647007,45.61959839,2021,3,U,Asia/Riyadh
Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,ORSU,35.5617485,45.31673813,2494,3,U,Asia/Baghdad
Süleyman Demirel International Airport,Isparta,Turkey,ISE,LTFC,37.85540009,30.36840057,2835,3,E,Europe/Istanbul
Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.130579948,101.5490036,90,8,N,Asia/Kuala_Lumpur
Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,WMKA,6.189670086,100.3980026,15,8,N,Asia/Kuala_Lumpur
Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.268270016,116.8939972,12,8,N,Asia/Makassar
Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH,WMKI,4.567969799,101.0920029,130,8,N,Asia/Kuala_Lumpur
Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT,5.522872024,95.42063713,65,7,N,Asia/Jakarta
Sultan Ismail Petra Airport,Kota Bahru,Malaysia,KBR,WMKC,6.16685009,102.2929993,16,8,N,Asia/Kuala_Lumpur
Sultan Khairun Babullah Airport,Ternate,Indonesia,TTE,WAMT,0.8314139843,127.3809967,49,9,N,Asia/Jayapura
Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,WMKN,5.382639885,103.1029968,21,8,N,Asia/Kuala_Lumpur
Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,PLM,WIPP,-2.898250103,104.6999969,49,7,N,Asia/Jakarta
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,PKU,WIBB,0.4607860148,101.4449997,102,7,N,Asia/Jakarta
Sultan Thaha Airport,Jambi,Indonesia,DJB,WIPA,-1.638020039,103.6439972,82,7,N,Asia/Jakarta
Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,WADS,-8.489040375,117.4120026,16,8,N,Asia/Makassar
Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.87889862,-1.295560002,20,0,E,Europe/London
Summer Beaver Airport,Summer Beaver,Canada,SUR,CJV7,52.70859909,-88.54190063,832,-5,A,America/Toronto
Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060135,-63.83359909,56,-4,A,America/Halifax
Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49440002,120.4290009,24,8,U,Asia/Shanghai
Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,ESNN,62.52809906,17.44389915,16,1,E,Europe/Stockholm
Sunshine Coast Airport,Maroochydore,Australia,MCY,YBMC,-26.6033,153.091003,15,10,O,Australia/Brisbane
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830235,-2.328759909,1014,0,N,Africa/Accra
Supadio Airport,Pontianak,Indonesia,PNK,WIOO,-0.150711,109.4039993,10,7,N,Asia/Jakarta
Surat Airport,Surat,India,STV,VASU,21.1140995,72.7417984,16,5.5,N,Asia/Calcutta
Surat Thani Airport,Surat Thani,Thailand,URT,VTSB,9.132599831,99.13559723,20,7,U,Asia/Bangkok
Surgut Airport,Surgut,Russia,SGC,USRR,61.34370041,73.40180206,200,5,N,Asia/Yekaterinburg
Surigao Airport,Sangley Point,Philippines,SUG,RPMS,9.755838326,125.4809475,20,8,N,Asia/Manila
Surin Airport,Surin,Thailand,PXR,VTUJ,14.86830044,103.4980011,478,7,U,Asia/Bangkok
Surkhet Airport,Surkhet,Nepal,SKH,VNSK,28.586,81.636002,2400,5.75,N,Asia/Katmandu
Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68109989,100.7470016,5,7,U,Asia/Bangkok
Suwon Airport,Suwon,South Korea,SWU,RKSW,37.23939896,127.0070038,88,9,U,Asia/Seoul
"Svalbard Airport, Longyear",Svalbard,Norway,LYR,ENSB,78.24610138,15.46560001,88,1,E,Arctic/Longyearbyen
Sveg Airport,Sveg,Sweden,EVG,ESND,62.04779816,14.4229002,1178,1,E,Europe/Stockholm
Svolvær Helle Airport,Svolvær,Norway,SVJ,ENSH,68.24330139,14.66919994,27,1,E,Europe/Oslo
Swakopmund Airport,Swakopmund,Namibia,SWP,FYSM,-22.66189957,14.56809998,207,1,S,Africa/Windhoek
Swan River Airport,Swan River,Canada,ZJN,CZJN,52.12060165,-101.2360001,1100,-6,A,America/Winnipeg
Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.6053009,-4.067830086,299,0,E,Europe/London
Swartkop Air Force Base,Swartkop,South Africa,\N,FASK,-25.80970001,28.16460037,4780,2,U,Africa/Johannesburg
Swidwin Military Air Base,Shapaja,Poland,\N,EPSN,53.79059982,15.82629967,385,1,E,Europe/Warsaw
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.29190063,-107.6910019,2680,-6,N,America/Regina
Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,WAOO,-3.442359924,114.7630005,66,8,N,Asia/Makassar
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,-4,A,America/Halifax
Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,-33.92440033,150.9880066,29,10,O,Australia/Sydney
Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.94609833,151.177002,21,10,O,Australia/Sydney
Syktyvkar Airport,Syktyvkar,Russia,SCW,UUYY,61.64699936,50.8451004,342,3,N,Europe/Moscow
Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,43.11119843,-76.10630035,421,-5,A,America/New_York
Syros Airport,Syros Island,Greece,JSY,LGSO,37.42279816,24.95089912,236,2,E,Europe/Athens
Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,LUW,WAMW,-1.03892,122.772003,56,8,N,Asia/Makassar
Szczecin-Dąbie Airport,Szczecin,Poland,\N,EPSD,53.39210129,14.63379955,3,1,E,Europe/Warsaw
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ,EPSC,53.58470154,14.90219975,154,1,E,Europe/Warsaw
Szentkirályszabadja Airport,Azentkilyszabadja,Hungary,\N,LHSA,47.07789993,17.96839905,919,1,E,Europe/Budapest
Szolnok Air Base,Szolnok,Hungary,\N,LHSN,47.122897,20.2355,322,1,E,Europe/Budapest
Ta'izz International Airport,Taiz,Yemen,TAI,OYTZ,13.68599987,44.13909912,4838,3,U,Asia/Aden
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,U,Asia/Riyadh
Taba International Airport,Taba,Egypt,TCP,HETB,29.58779907,34.77809906,2415,2,U,Africa/Cairo
Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ,DTKA,36.97999954,8.876939774,230,1,E,Africa/Tunis
Tabas Airport,Tabas,Iran,TCX,OIMT,33.6678009,56.8927002,2312,3.5,E,Asia/Tehran
Tabatinga Airport,Tabatinga,Brazil,TBT,SBTT,-4.255670071,-69.93579865,279,-4,S,America/Boa_Vista
Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,NGTE,-1.224470019,174.776001,7,12,U,\N
Tabora Airport,Tabora,Tanzania,TBO,HTTB,-5.07638979,32.83330154,3868,3,U,Africa/Dar_es_Salaam
Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.13389969,46.23500061,4459,3.5,E,Asia/Tehran
Tabubil Airport,Tabubil,Papua New Guinea,TBG,AYTB,-5.27861,141.225998,1570,10,U,Pacific/Port_Moresby
Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3,U,Asia/Riyadh
Tacheng Airport,Tacheng,China,TCG,ZWTC,46.67250061,83.34079742,0,8,U,Asia/Shanghai
Tachileik Airport,Tachilek,Burma,THL,VYTL,20.48380089,99.93540192,1280,6.5,U,Asia/Rangoon
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036,-0.5322780013,367,1,N,Africa/Algiers
Taganrog Yuzhny Airport,Taganrog,Russia,TGK,URRT,47.1983333,38.8491667,117,3,N,Europe/Moscow
Tagbilaran Airport,Tagbilaran,Philippines,TAG,RPVT,9.665442,123.853533,38,8,N,Asia/Manila
Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.8757,5.265359879,1266,1,N,Africa/Niamey
Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469994,120.6210022,663,8,N,Asia/Taipei
Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.9503994,120.2060013,63,8,U,Asia/Taipei
Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940079,121.552002,18,8,U,Asia/Taipei
Taiping Airport,Harbin,China,HRB,ZYHB,45.62340164,126.25,457,8,U,Asia/Shanghai
Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.75499916,121.1019974,143,8,U,Asia/Taipei
Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,U,Asia/Taipei
Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.74689865,112.6279984,2575,8,U,Asia/Shanghai
Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.21419907,134.0160065,607,9,U,Asia/Tokyo
Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.70950031,-145.2460022,12,-10,U,Pacific/Tahiti
Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580006,-145.0249939,13,-10,U,Pacific/Tahiti
